paper_id,title,UMAP1,UMAP2,Publication_Year,Cited_by_count,DOI,event,journal,Author
W1587333710,Unicellular cyanobacteria fix N2 in the subtropical North Pacific Ocean,-2.6159859,6.3841386,2001,729,https://doi.org/10.1038/35088063,謎の短いnifHの持ち主は単細胞のシアノバクテリアだと判明,Nature,Jonathan P. Zehr; John Waterbury; Patricia J. Turner; Joseph P. Montoya; Enoma Omoregie; Grieg F. Steward; Andrew S. Hansen; David M. Karl
W4392544734,Generalized biomolecular modeling and design with RoseTTAFold All-Atom,10.365254,4.1941304,2024,719,https://doi.org/10.1126/science.adl2528,タンパク質と核酸や小分子などの複合体を予測・設計するRoseTTAFold All-Atomの公開,Science,Rohith Krishna; Jue Wang; Woody Ahern; Pascal Sturmfels; Preetham Venkatesh; Indrek Kalvet; Gyu Rie Lee; Felix S. Morey-Burrows; Ivan Anishchenko; Ian R. Humphreys; Ryan McHugh; Dionne Vafeados; Xinting Li; George A. Sutherland; Andrew Hitchcock; C. Neil Hunter; Alex Kang; Evans Brackenbrough; Asim K. Bera; Minkyung Baek; Frank DiMaio; David Baker
W4392544734,Generalized Biomolecular Modeling and Design with RoseTTAFold All-Atom,10.414563,4.1590743,2024,719,https://doi.org/10.1126/science.adl2528,タンパク質と核酸や小分子などの複合体を予測・設計するRoseTTAFold All-Atomの公開,Science,Rohith Krishna; Jue Wang; Woody Ahern; Pascal Sturmfels; Preetham Venkatesh; Indrek Kalvet; Gyu Rie Lee; Felix S. Morey-Burrows; Ivan Anishchenko; Ian R. Humphreys; Ryan McHugh; Dionne Vafeados; Xinting Li; George A. Sutherland; Andrew Hitchcock; C. Neil Hunter; Alex Kang; Evans Brackenbrough; Asim K. Bera; Minkyung Baek; Frank DiMaio; David Baker
W2114938008,Expression of animal virus genomes,3.1945524,2.0830607,1971,717,https://doi.org/10.1128/br.35.3.235-241.1971,ウイルスを核酸の形態で分けるBaltimore classificationの提案,Bacteriological Reviews,David Baltimore
W1770972723,Phylogenetic group-specific oligodeoxynucleotide probes for identification of single microbial cells,3.4344602,10.3032255,1988,704,https://doi.org/10.1128/jb.170.2.720-726.1988,放射性ラベルした系統特異的rRNAプローブによる微生物の検知(FISHの先駆けみたいな研究),Journal of Bacteriology,Stephen J. Giovannoni; Edward F. DeLong; G J Olsen; Norman R. Pace
W1569060300,Enzymatic Synthesis of Deoxyribonucleic Acid,6.433228,0.6209506,1958,696,https://doi.org/10.1016/S0021-9258(19)68048-8,DNA ポリメラーゼの発見(DNA polymerase I),Journal of Biological Chemistry,I Lehman; Maurice Bessman; Ernest S. Simms; Arthur Kornberg
W1569060300,Enzymatic Synthesis of Deoxyribonucleic Acid,6.0800776,0.9166696,1958,696,https://doi.org/10.1016/S0021-9258(19)68048-8,DNA ポリメラーゼの発見(DNA polymerase I),Journal of Biological Chemistry,I Lehman; Maurice Bessman; Ernest S. Simms; Arthur Kornberg
W1569060300,Enzymatic Synthesis of Deoxyribonucleic Acid,5.8504605,1.0703593,1958,696,https://doi.org/10.1016/S0021-9258(19)68048-8,DNA ポリメラーゼの発見(DNA polymerase I),Journal of Biological Chemistry,I Lehman; Maurice Bessman; Ernest S. Simms; Arthur Kornberg
W2084251919,Reverse Methanogenesis: Testing the Hypothesis with Environmental Genomics,-0.5701213,5.2142835,2004,690,https://doi.org/10.1126/science.1100025,Reverse Methanogenesis による嫌気的メタン酸化仮説のゲノムレベルでの検証,Science,Steven Hallam; Nicholas H. Putnam; Christina M. Preston; John C. Detter; Daniel S. Rokhsar; Paul M. Richardson; Edward F. DeLong
W1629931862,Deoxyribonucleic acid polymerase from the extreme thermophile Thermus aquaticus,6.5613556,0.6896766,1976,689,https://doi.org/10.1128/jb.127.3.1550-1557.1976,Taq polymeraseの精製に成功,Journal of Bacteriology,A J Chien; D. Edgar; John M. Trela
W1971072534,"Fermentation, Hydrogen, and Sulfur Metabolism in Multiple Uncultivated Bacterial Phyla",0.6020903,4.8877735,2012,687,https://doi.org/10.1126/science.1224041,テトラヌクレオチド頻度とCoverageに基づくゲノムのビニングの登場,Science,Kelly Wrighton; Brian C. Thomas; Itai Sharon; Christopher S. Miller; Cindy J. Castelle; Nathan C. VerBerkmoes; Michael J. Wilkins; Robert L. Hettich; Mary Lipton; Kenneth H. Williams; Philip E. Long; Jillian F. Banfield
W2332039551,"Mycoplasma- or PLT Group-like Microorganisms Found in the Phloem Elements of Plants Infected with Mulberry Dwarf, Potato Witches' Broom, Aster Yellows, or Paulownia Witches' Broom",5.0605197,0.7821165,1967,681,https://doi.org/10.3186/jjphytopath.33.259,ファイトプラズマの発見,Japanese Journal of Phytopathology,Yoji DOI; Michiaki Teranaka; Kiyoshi Yora; H. Asuyama
W2097775940,Metabolic efficiency and amino acid composition in the proteomes of Escherichia coli and Bacillus subtilis,7.2053494,2.3844507,2002,680,https://doi.org/10.1073/pnas.062526999,高発現タンパク質ほど生合成エネルギーが少ないアミノ酸を利用していることを発見,Proceedings of the National Academy of Sciences,Hiroshi Akashi; Takashi Gojobori
W1984474722,Short pyrosequencing reads suffice for accurate microbial community analysis,6.557452,9.772542,2007,675,https://doi.org/10.1093/nar/gkm541,Pyrosequencingでの16S amplicon sequncing,Nucleic Acids Research,Zhirong Liu; Catherine Lozupone; Micah Hamady; Frederic D. Bushman; Rob Knight
W1938241462,"Thermus aquaticus gen. n. and sp. n., a Nonsporulating Extreme Thermophile",0.41043356,6.225298,1969,673,https://doi.org/10.1128/jb.98.1.289-297.1969,超好熱菌の発見(Thermus aquaticus),Journal of Bacteriology,Thomas D. Brock; Hudson H. Freeze
W1987404007,Prokaryotic Cells in the Hydrothermal Vent Tube Worm Riftia pachyptila Jones: Possible Chemoautotrophic Symbionts,1.8923389,1.4825145,1981,659,https://doi.org/10.1126/science.213.4505.340,深海熱水噴出孔のチューブワームと細菌の共生の発見,Science,Colleen M. Cavanaugh; Stephen L. Gardiner; Meredith L. Jones; Holger W. Jannasch; John Waterbury
W2036815970,The genome of a motile marine Synechococcus,0.7981782,4.855194,2003,648,https://doi.org/10.1038/nature01943,最初の海洋細菌のゲノム2 Synechococcus,Nature,Brian Palenik; Bianca Brahamsha; Frank W. Larimer; Miriam Land; Loren Hauser; Patrick Chain; Jane E. Lamerdin; Warren Regala; Eric E. Allen; Jay McCarren; Ian T. Paulsen; Alexis Dufresne; Fr_d_ric Partensky; Eric A. Webb; John Waterbury
W2164643779,"Rapid, low-input, low-bias construction of shotgun fragment libraries by high-density in vitro transposition",8.5956,9.9545555,2010,616,https://doi.org/10.1186/gb-2010-11-12-r119,Nextra XTトランスポゾンタギングに繋がる効率的なillumina DNAライブラリ構築法,Genome biology,Andrew C. Adey; Hilary G. Morrison; Asan; Xun Xu; Jacob O. Kitzman; Emily H. Turner; Bethany Stackhouse; Alexandra P MacKenzie; Nicholas Caruccio; Xiuqing Zhang; Jay Shendure
W2026916707,Generating a synthetic genome by whole genome assembly: φX174 bacteriophage from synthetic oligonucleotides,8.442046,9.673394,2003,603,https://doi.org/10.1073/pnas.2237126100,ウイルスゲノムの全合成(φX174),Proceedings of the National Academy of Sciences,Hamilton O. Smith; Clyde A. Hutchison; Cynthia Pfannkoch; J. Craig Venter
W2999376388,Isolation of an archaeon at the prokaryote–eukaryote interface,3.781446,4.574756,2020,602,https://doi.org/10.1038/s41586-019-1916-6,アズガルドアーキアの分離に成功,Nature,Hiroyuki Imachi; Masaru K. Nobu; Nozomi Nakahara; Yuki Morono; Miyuki Ogawara; Yoshihiro Takaki; Yoshinori Takano; Katsuyuki Uematsu; Tetsuro Ikuta; Motoo Ito; Yohei Matsui; Masayuki Miyazaki; Kazuyoshi Murata; Yumi Saito; Sanae Sakai; Chihong Song; Eiji Tasumi; Yuko Yamanaka; Takashi Yamaguchi; Yoichi Kamagata; Hideyuki Tamaki; Ken Takai
W2031742656,Pandoraviruses: Amoeba Viruses with Genomes Up to 2.5 Mb Reaching That of Parasitic Eukaryotes,2.1002686,3.175272,2013,596,https://doi.org/10.1126/science.1239181,2.5 Mb ものゲノムを持つパンドラウイルスの発見(粒子・ゲノムサイズ共に最大),Science,Nad_ge Philippe; Matthieu Legendre; Gabriel Doutre; Yohann Cout_; Olivier Poirot; Magali Lescot; Defne Arslan; Virginie Seltzer; Lionel Bertaux; Christophe Bruley; J_r_me Garin; Jean‐Michel Claverie; Chantal Abergel
W2111555302,Mini-F plasmid genes that couple host cell division to plasmid proliferation.,5.800546,0.70358396,1983,563,https://doi.org/10.1073/pnas.80.15.4784,Toxin Antitoxinシステムの発見 (ccdA/ccdB),Proceedings of the National Academy of Sciences,Teru Ogura; S Hiraga
W2973313700,Cyclic GMP–AMP signalling protects bacteria against viral infection,4.890205,0.7057549,2019,556,https://doi.org/10.1038/s41586-019-1605-5,細菌のcGAS_STING経路のホモログはDefense systemである,Nature,Daniel Cohen; Sarah Melamed; Adi Millman; Gabriela Shulman; Yaara Oppenheimer‐Shaanan; Assaf Kacen; Shany Doron; Gil Amitai; Rotem Sorek
W2030564603,ON THE GENETIC BASIS OF VARIATION AND HETEROGENEITY OF DNA BASE COMPOSITION,7.71313,9.803472,1962,520,https://doi.org/10.1073/pnas.48.4.582,GC%が系統的に安定であることを発見,Proceedings of the National Academy of Sciences,Noboru Sueoka
W2136969710,Unicellular Cyanobacterium Symbiotic with a Single-Celled Eukaryotic Alga,3.8815985,4.903311,2012,516,https://doi.org/10.1126/science.1222700,UCYN-Aは真核生物（Braarudosphaera bigelowii）に共生している従属栄養生物,Science,Anne Thompson; Rachel A. Foster; Andreas Krupke; Brandon J. Carter; Niculina Musat; Daniel Vaulot; Marcel M. M. Kuypers; Jonathan P. Zehr
W3006022816,Clades of huge phages from across Earth's ecosystems,2.1227243,3.0697513,2020,513,https://doi.org/10.1038/s41586-020-2007-4,最大735 kbに達する巨大ゲノムをもつファージ群の発見,Nature,Basem Al-Shayeb; Rohan Sachdeva; Lin-Xing Chen; Fred R. Ward; Patrick Munk; Audra E. Devoto; Cindy J. Castelle; Matthew R. Olm; Keith Bouma‐Gregson; Yuki Amano; Christine He; Rapha_l M_heust; Brandon Brooks; Alex D. Thomas; Adi Lavy; Paula B. Matheus Carnevali; Christine Sun; Daniela S. Aliaga Goltsman; Mikayla Borton; Allison Sharrar; Alexander L. Jaffe; Tara Colenbrander Nelson; Rose S. Kantor; Ray Keren; Katherine R. Lane; Ibrahim Farag; Shufei Lei; Kari Finstad; Ronald Amundson; Karthik Anantharaman; Jinglie Zhou; Alexander J. Probst; Mary E. Power; Susannah G. Tringe; Wen‐Jun Li; Kelly Wrighton; Susan T.L. Harrison; Michael J. Morowitz; David A. Relman; Jennifer A. Doudna; Anne‐Catherine Lehours; Lesley A. Warren; J.H.D. Cate; Joanne M. Santini; Jillian F. Banfield
W2944969418,Total synthesis of Escherichia coli with a recoded genome,7.9011574,2.5108213,2010,504,https://doi.org/10.1038/s41586-019-1192-5,全合成ゲノムで出来た人工細菌JCV-syn1.0の再構成,Nature,Julius Fredens; Kaihang Wang; Daniel de la Torre; Louise F. H. Funke; Wesley E. Robertson; Yonka Christova; Tiongsun Chia; Wolfgang H. Schmied; Daniel L. Dunkelmann; V_clav Ber_nek; Chayasith Uttamapinant; Andres Gonzalez Llamazares; Thomas Elliott; Jason W. Chin
W4246016408,DNA-guided DNA interference by a prokaryotic Argonaute,2.1319792,1.163813,2014,490,https://doi.org/10.1038/nature12971,prokaryotic Argonautesは細菌の防御機構である,Nature,Daan C. Swarts; Matthijs M. Jore; Edze R. Westra; Yifan Zhu; Jorijn H. Janssen; Ambrosius P. Snijders; Yanli Wang; Dinshaw J. Patel; Jos_ Berenguer; Stan J. J. Brouns; John van der Oost
W1954066341,Genetic Diversity of Archaea in Deep-Sea Hydrothermal Vent Environments,2.43031,8.754038,1999,487,https://doi.org/10.1093/genetics/152.4.1285,現在アズガルドアーキアに_分類される系統の発見,Genetics,Ken Takai; Koki Horikoshi
W2163048106,Diversity and abundance of Crenarchaeota in terrestrial habitats studied by 16S RNA surveys and real time PCR,2.2631292,7.922574,2003,485,https://doi.org/10.1046/j.1462-2920.2003.00476.x,土壌に広く分布するアンモニア酸化古細菌（AOA）のクレード 54d9の発見?,Environmental Microbiology,Torsten Ochsenreiter; Drazenka Selezi; Achim Quaiser; Liza Bonch‐Osmolovskaya; Christa Schleper
W3025757981,Tara Oceans: towards global ocean ecosystems biology,4.23618,6.422788,2015,475,https://doi.org/10.1038/s41579-020-0364-5,TARA Ocean sampling プロジェクト 成果公表(現在もプロジェクトは継続中),Nature Reviews Microbiology,Shinichi Sunagawa; Silvia G. Acinas; Peer Bork; Chris Bowler; Silvia G. Acinas; Marcel Babin; Peer Bork; Emmanuel Boss; Chris Bowler; Guy Cochrane; Colomban de Vargas; Michael J. Follows; Gabriel Gorsky; Nigel Grimsley; Lionel Guidi; Pascal Hingamp; Daniele Iudicone; Olivier Jaillon; Stefanie Kandels; Lee Karp-Boss; Eric Karsenti; Magali Lescot; Fabrice Not; Hiroyuki Ogata; St_phane Pesant; Nicole Poulton; Jeroen Raes; Christian Sardet; Michael E. Sieracki; Sabrina Speich; Lars Stemmann; Matthew B. Sullivan; Shinichi Sunagawa; Patrick Wincker; Damien Eveillard; Gabriel Gorsky; Lionel Guidi; Daniele Iudicone; Eric Karsenti; Fabien Lombard; Hiroyuki Ogata; St_phane Pesant; Matthew B. Sullivan; Patrick Wincker; Colomban de Vargas; Colomban de Vargas
W1989191870,Genome Transplantation in Bacteria: Changing One Species to Another,5.2593985,0.7705466,2019,473,https://doi.org/10.1126/science.1144622,コドンを変えた大腸菌ゲノムの全合成,Science,Carole Lartigue; John I. Glass; Nina Alperovich; Rembert Pieper; Prashanth P. Parmar; Clyde A. Hutchison; Hamilton O. Smith; J. Craig Venter
W2067865656,Genome sequence of Silicibacter pomeroyi reveals adaptations to the marine environment,1.6009127,4.337614,2004,454,https://doi.org/10.1038/nature03170,最初の従属栄養性の海洋細菌のゲノム(Ruegeria pomeroyi),Nature,Mary Ann Moran; Alison Buchan; Jos_ M. Gonz_lez; John F. Heidelberg; William B. Whitman; Ronald P. Kiene; James R. Henriksen; Gary M. King; Robert Belas; Clay Fuqua; Lauren Brinkac; Matt Lewis; Shivani Johri; Bruce Weaver; Grace Pai; Jonathan A. Eisen; Elisha Rahe; Wade M. Sheldon; Wenying Ye; Todd R. Miller; Jane M. Carlton; David A. Rasko; Ian T. Paulsen; Qinghu Ren; Sean C. Daugherty; Robert T. DeBoy; Robert J. Dodson; A. Scott Durkin; Ramana Madupu; William Nelson; Steven A. Sullivan; M. J. Rosovitz; Daniel H. Haft; Jeremy Selengut; Naomi Ward
W2143258005,Characterization of uncultivated prokaryotes: isolation and analysis of a 40-kilobase-pair genome fragment from a planktonic marine archaeon,3.025174,8.682588,1996,439,https://doi.org/10.1128/jb.178.3.591-599.1996,最初のメタ16Sアンプリコン（？）,Journal of Bacteriology,J L Stein; Terence L. Marsh; Keh‐Gong Wu; H. Shizuya; Edward F. DeLong
W2041755048,"A psychrophilic crenarchaeon inhabits a marine sponge: Cenarchaeum symbiosum gen. nov., sp. nov.",1.5624241,8.159446,1996,435,https://doi.org/10.1073/pnas.93.13.6241,Cenarchaeum symbiosum 海綿に共生する古細菌で極限環境微生物ではない古細菌として初めて発見された,Proceedings of the National Academy of Sciences,Chris M. Preston; Keh‐Gong Wu; Tadeusz F. Molinski; Edward F. DeLong
W2056743521,Complete genome sequence of the myxobacterium Sorangium cellulosum,4.1187687,2.8249278,2007,421,https://doi.org/10.1038/nbt1354,13 Mbpの現状最大のゲノムを持つ細菌,Nature Biotechnology,Susanne Schneiker; Olena Perlova; Olaf Kaiser; Klaus Gerth; Aysel Alici; Matthias O. Altmeyer; Daniela Bartels; Thomas Bekel; Stefan Beyer; Edna Bode; Helge B. Bode; Christoph J. Bolten; Jomuna V. Choudhuri; Sabrina Do_; Yasser A. Elnakady; Bettina Frank; Lars Gaigalat; Alexander Goesmann; Carolin Groeger; Frank Gro_; Lars Jelsbak; Lotte Jelsbak; J_rn Kalinowski; Carsten Kegler; Tina Knauber; Sebastian Konietzny; Maren Kopp; Lutz Krause; Daniel Krug; Bukhard Linke; Taifo Mahmud; Rosa Mart_nez‐Arias; Alice C. McHardy; Michelle Merai; Folker Meyer; Sascha Mormann; Jos_ Mu_oz‐Dorado; Juana P_rez; Silke Pradella; Shwan Rachid; G_nter Raddatz; Frank Rosenau; Christian R_ckert; Florenz Sasse; Maren Scharfe; Stephan C. Schuster; Garret Suen; Anke Treuner‐Lange; Gregory J. Velicer; Frank‐J_rg Vorh_lter; Kira J. Weissman; Roy D. Welch; Silke C. Wenzel; David E. Whitworth; Susanne Wilhelm; Christoph Wittmann; Helmut Bl_cker; Alfred P_hler; Rolf M_ller
W2030498531,Light stimulates growth of proteorhodopsin-containing marine Flavobacteria,0.29276875,5.7470846,2007,403,https://doi.org/10.1038/nature05381,Proteorhodopsinは海洋微生物の増殖を促進する,Nature,Laura G_mez‐Consarnau; Jos_ M. Gonz_lez; Montserrat Coll‐Llad_; Pontus Gourdon; Torbj_rn Pascher; Richard Neutze; Carlos Pedr_s‐Ali_; Jarone Pinhassi
W1968872877,Metagenomic Analysis of Coastal RNA Virus Communities,1.050222,2.8868616,2006,378,https://doi.org/10.1126/science.1127404,初の海のRNA ウイルスのヴィローム解析,Science,Alexander I. Culley; Andrew S. Lang; Curtis A. Suttle
W2081676964,Application of tetranucleotide frequencies for the assignment of genomic fragments,7.325741,9.839503,2004,374,https://doi.org/10.1111/j.1462-2920.2004.00624.x,メタゲノムコンティグの分類にテトラヌクレオチド頻度を用いるというアイデア,Environmental Microbiology,Hanno Teeling; Anke Meyerdierks; Margarete Bauer; Rudolf Amann; Frank Oliver Gl_ckner
W2047308649,Abundant SAR11 viruses in the ocean,2.0755866,3.280409,2013,365,https://doi.org/10.1038/nature11921,SAR11に感染するウイルスの発見,Nature,Yanlin Zhao; Ben Temperton; J. Cameron Thrash; Michael S. Schwalbach; Kevin L. Vergin; Zachary Landry; Mark H. Ellisman; Tom Deerinck; Matthew B. Sullivan; Stephen J. Giovannoni
W4243683031,New Nitrogen-Fixing Microorganisms Detected in Oligotrophic Oceans by Amplification of Nitrogenase (nifH) Genes,-2.4388661,6.9707627,1998,362,https://doi.org/10.1128/AEM.64.9.3444-3450.1998,謎の短いnifHとしてのUCYN-Aの発見,Applied and Environmental Microbiology,Jonathan P. Zehr; Mark T. Mellon; Sabino Zani
W4243683031,New Nitrogen-Fixing Microorganisms Detected in Oligotrophic Oceans by Amplification of Nitrogenase (nifH) Genes,-2.6264203,6.3749557,1998,362,https://doi.org/10.1128/AEM.64.9.3444-3450.1998,謎の短いnifHとしてのUCYN-Aの発見,Applied and Environmental Microbiology,Jonathan P. Zehr; Mark T. Mellon; Sabino Zani
W1986098362,Globally Distributed Uncultivated Oceanic N 2 -Fixing Cyanobacteria Lack Oxygenic Photosystem II,-2.4436603,6.4030533,2008,350,https://doi.org/10.1126/science.1165340,UCYN-AはPhotosystem IIを持たない窒素固定シアノバクテリア,Science,Jonathan P. Zehr; Shellie R. Bench; Brandon J. Carter; Ian Hewson; Faheem Niazi; Tuo Shi; H. James Tripp; Jason P. Affourtit
W2108212751,Metabolic streamlining in an open-ocean nitrogen-fixing cyanobacterium,0.6616972,4.8884196,2010,348,https://doi.org/10.1038/nature08786,UCYN-Aのゲノム解読。ゲノムがめちゃくちゃ縮退した共生細菌だと示唆,Nature,H. James Tripp; Shellie R. Bench; Kendra A. Turk; Rachel A. Foster; Brian Desany; Faheem Niazi; Jason P. Affourtit; Jonathan P. Zehr
W2022910024,A New Algorithm for DNA Sequence Assembly,8.499227,10.1126175,1995,345,https://doi.org/10.1089/cmb.1995.2.291,de Bruijin グラフを利用したゲノムのde novo アセンブリというアイデアの初出,Journal of Computational Biology,Ramana M. Idury; Michael S. Waterman
W2070790580,Direct counts of aquatic bacteria by a modified epifluorescence technique1,3.335961,10.92403,1889,326,https://doi.org/10.4319/lo.1975.20.5.0875,初のプランクトン調査,Limnology and Oceanography,Ralph J. Daley; John E. Hobbie
W2019185456,Genetic control of heat-shock protein synthesis and its bearing on growth and thermal resistance in Escherichia coli K-12.,7.1973214,1.7083794,1982,323,https://doi.org/10.1073/pnas.79.3.860,熱ショック誘導因子の同定,Proceedings of the National Academy of Sciences,Tetsuo Yamamori; Takashi Yura
W1998704254,Hadal biosphere: Insight into the microbial ecosystem in the deepest ocean on Earth,1.0809805,7.52757,2015,321,https://doi.org/10.1073/pnas.1421816112,水深6000mを超える超深海での初の微生物群集構造解析,Proceedings of the National Academy of Sciences,Takuro Nunoura; Yoshihiro Takaki; Miho Hirai; Shigeru Shimamura; Akiko Makabe; Osamu Koide; Tohru Kikuchi; Junichi Miyazaki; Keisuke Koba; Naohiro Yoshida; Michinari Sunamura; Ken Takai
W2040424396,Bacterial growth at −15 °C; molecular insights from the permafrost bacterium Planococcus halocryophilus Or1,-0.6763435,7.8002934,2013,314,https://doi.org/10.1038/ismej.2013.8,－15_°Cでも増殖する細菌Planococcus halocryophilus Or1,The ISME Journal,Nadia Mykytczuk; Simon Foote; Christopher R. Omelon; Gordon Southam; Charles W. Greer; Lyle G. Whyte
W4404349982,Sequence modeling and design from molecular to genome scale with Evo,10.373469,4.16484,2024,313,https://doi.org/10.1126/science.ado9336,大規模なDNA配列を生成できる大規模言語モデルEvo,Science,Eric Nguyen; Michael Poli; Matthew G. Durrant; Brian Kang; Dhruva Katrekar; David Li; Liam J. Bartie; Armin W. Thomas; S. B. King; Garyk Brixi; Jeremy A. Sullivan; Madelena Y. Ng; Ashley Lewis; Aaron Lou; Stefano Ermon; Stephen A. Baccus; Tina Hernandez‐Boussard; Christopher R_; Patrick D. Hsu; Brian Hie
W4404349982,Sequence modeling and design from molecular to genome scale with Evo,9.846832,4.7611732,2024,313,https://doi.org/10.1126/science.ado9336,大規模なDNA配列を生成できる大規模言語モデルEvo,Science,Eric Nguyen; Michael Poli; Matthew G. Durrant; Brian Kang; Dhruva Katrekar; David Li; Liam J. Bartie; Armin W. Thomas; S. B. King; Garyk Brixi; Jeremy A. Sullivan; Madelena Y. Ng; Ashley Lewis; Aaron Lou; Stefano Ermon; Stephen A. Baccus; Tina Hernandez‐Boussard; Christopher R_; Patrick D. Hsu; Brian Hie
W2035387192,Major Role of the Cyanobacterium Trichodesmium in Nutrient Cycling in the North Atlantic Ocean,-1.993107,6.3949203,1991,304,https://doi.org/10.1126/science.254.5036.1356,貧栄養な熱帯海域では窒素固定シアノバクテリアTrichodesmium が主要な一次生産者である,Science,Edward J. Carpenter; Kristen M. Romans
W1998663222,Genomic DNA Amplification from a Single Bacterium,6.5542054,10.179116,2005,304,https://doi.org/10.1128/AEM.71.6.3342-3347.2005,細菌シングルセルからDNAを増幅してシークエンシングする技術,Applied and Environmental Microbiology,Arumugham Raghunathan; Harley R. Ferguson; Carole J. Bornarth; Wanmin Song; Mark D. Driscoll; Roger S. Lasken
W2169895835,Taxonomic Notes: A Proposal for Recording the Properties of Putative Taxa of Procaryotes,6.213511,7.9839735,1994,294,https://doi.org/10.1099/00207713-44-1-174,未培養微生物の命名にcandidatusの使用を提案,International Journal of Systematic Bacteriology,R. G. E. Murray; Karl‐Heinz Schleifer
W2093049813,Deep-Sea Primary Production at the Galápagos Hydrothermal Vents,-0.1581017,5.1771107,1980,286,https://doi.org/10.1126/science.207.4437.1345,深海熱水噴出孔では化学合成細菌を一次生産者とする生態系が形成されている,Science,David M. Karl; Carl O. Wirsen; Holger W. Jannasch
W2143918999,Targeted Gene Disruption by Homologous Recombination in the Hyperthermophilic Archaeon Thermococcus kodakaraensis KOD1,7.179998,1.882942,2003,284,https://doi.org/10.1128/JB.185.1.210-220.2003,超好熱性アーキアの初の遺伝子組換え系の確立,Journal of Bacteriology,Takaaki Sato; Toshiaki Fukui; Haruyuki Atomi; Tadayuki Imanaka
W2139954387,The Folded Genome of Escherichia coli Isolated in a Protein-DNA-RNA Complex,5.472381,1.1826051,1971,280,https://doi.org/10.1073/pnas.68.1.6,大腸菌の核様体構造の観察,Proceedings of the National Academy of Sciences,Oliver G. Stonington; David E. Pettijohn
W2082810442,"Aeropyrum pernix gen. nov., sp. nov., a Novel Aerobic Hyperthermophilic Archaeon Growing at Temperatures up to 100 C",0.374435,6.013411,1996,278,https://doi.org/10.1099/00207713-46-4-1070,最も高温で増殖が可能な偏性好気性生物Aeropyrum pernix,International Journal of Systematic Bacteriology,Y Sako; Norimichi Nomura; Akira Uchida; Yoshihisa Ishida; H. MORII; Y. KOGA; Toshihiro Hoaki; Takahiro Maruyama
W2058947330,Origin of an Alternative Genetic Code in the Extremely Small and GC–Rich Genome of a Bacterial Symbiont,7.1408043,2.6672785,2009,278,https://doi.org/10.1371/journal.pgen.1000565,144kbの最も小さなゲノムを持つ共生細菌,PLoS Genetics,John P. McCutcheon; Bradon R. McDonald; Nancy A. Moran
W2125458111,"Matching phylogeny and metabolism in the uncultured marine bacteria, one cell at a time",3.4127212,9.966838,2007,276,https://doi.org/10.1073/pnas.0700496104,最初の海洋 Single-cell genomics,Proceedings of the National Academy of Sciences,Ram_nas Stepanauskas; Michael E. Sieracki
W2074902188,Multispecies diel transcriptional oscillations in open ocean heterotrophic bacterial assemblages,-1.9843566,6.558672,2014,266,https://doi.org/10.1126/science.1252476,海洋では従属栄養生物にも転写に日周期が見られる,Science,Elizabeth A. Ottesen; Curtis R. Young; Scott Gifford; John M. Eppley; Roman Marin; Stephan C. Schuster; Christopher A. Scholin; Edward F. DeLong
W2077875794,Archaeal Type III RuBisCOs Function in a Pathway for AMP Metabolism,5.7458634,1.3597744,2007,253,https://doi.org/10.1126/science.1135999,Thermococcus kodakarensisのRuBisCOはCBB経路ではなくAMP代謝を担う,Science,Takaaki Sato; Haruyuki Atomi; Tadayuki Imanaka
W4220838810,Bacterial gasdermins reveal an ancient mechanism of cell death,5.31767,0.5973361,2022,246,https://doi.org/10.1126/science.abj8432,BacteriaのgasderminホモログはDefense systemである,Science,Alex G. Johnson; Tanita Wein; Megan L. Mayer; B. Lowey; Erez Yirmiya; Yaara Oppenheimer‐Shaanan; Gil Amitai; Rotem Sorek; Philip J. Kranzusch
W2109555511,Analysis of Microbial Gene Transcripts in Environmental Samples,7.3206153,2.1565924,2005,238,https://doi.org/10.1128/AEM.71.7.4121-4126.2005,最初のメタトランスクリプトーム,Applied and Environmental Microbiology,Rachel Poretsky; Nasreen Bano; Alison Buchan; Gary R. LeCleir; Jutta Kleikemper; Maria Pickering; Whitney M. Pate; Mary Ann Moran; James T. Hollibaugh
W2081945314,Replication initiated at the origin (oriC) of the E. coli chromosome reconstituted with purified enzymes,5.3471265,0.6908246,1984,237,https://doi.org/10.1016/0092-8674(84)90539-7,大腸菌染色体の複製開始反応の試験管内再構成,Cell,Jon M. Kaguni; Arthur Kornberg
W2161189461,Protein sequence databases,10.027158,6.773966,2003,224,https://doi.org/10.1016/j.cbpa.2003.12.004,Uniprotコンソーシアム設立（2003年12月）,Current Opinion in Chemical Biology,Rolf Apweiler; Amos Bairoch; Cathy Wu
W2787022622,A primordial and reversible TCA cycle in a facultatively chemolithoautotrophic thermophile,-0.0857684,5.3615913,2018,213,https://doi.org/10.1126/science.aao3407,Thermosulfidibacter takaiiの始原的で可逆的なTCA回路の発見,Science,Takuro Nunoura; Yoshito Chikaraishi; Rikihisa Izaki; Takashi Suwa; Takaaki Sato; Takeshi Harada; Koji Mori; Yumiko Kato; Masayuki Miyazaki; Shigeru Shimamura; Katsunori Yanagawa; Aya Shuto; Naohiko Ohkouchi; Nobuyuki Fujita; Yoshihiro Takaki; Haruyuki Atomi; Ken Takai
